Uniprot,Cluster Number,Start Pos,End Pos
Q13023,4,1234,1277
P48552,4,584,627
Q6ZWH5,4,882,925
Q0P6D6,4,251,294
Q13029,4,1223,1266
Q15811,4,319,362
Q8NA03,4,334,377
Q5T5X7,4,82,125
P35372,4,357,400
Q9NYF0,4,737,780
Q9NZP6,4,367,410
B4DGG1,4,0,43
Q9H0X4,4,0,43
Q15911,4,579,622
P59923,4,350,393
Q8WW38,4,60,103
Q9ULC0,4,218,261
Q6P995,4,472,515
Q96PY6,4,716,759
Q9H2G2,4,558,601
Q5UIP0,4,1920,1963
Q9ULT8,4,2291,2334
Q9UKY1,4,21,64
P18031,4,327,370
Q6ZS81,4,2301,2344
Q5MJ07,4,0,43
Q9UL68,4,213,256
Q8N3X6,4,221,264
P51587,4,429,472
Q16322,4,17,60
Q96T68,4,506,549
Q3MJ40,4,448,491
Q8IYA2,4,398,441
Q93008,4,1591,1634
Q7Z2D5,4,665,708
P17181,4,514,557
Q9BVW5,4,219,262
Q9UPX6,4,550,593
A6NDK9,4,421,465
P0CG33,4,421,465
Q5SYC1,4,283,327
Q8NEJ9,4,203,247
P13521,4,62,106
Q99990,4,51,95
Q9BRP1,4,104,148
Q8TCU4,4,3559,3603
Q5T7N3,4,662,706
Q15047,4,104,148
O14668,4,160,204
A1L162,4,112,156
Q15652,4,1532,1576
Q9HBT8,4,85,129
A6NKT7,4,1212,1256
P0C6C1,4,264,308
P16157,4,1837,1881
Q99666,4,1211,1255
Q9UQ26,4,607,651
P0DJH9,4,128,172
P0DJD1,4,1204,1248
P0DJD0,4,1196,1240
Q49AR2,4,169,213
O15204,4,158,202
Q8TD10,4,0,44
Q96KQ4,4,79,123
Q5T0U0,4,0,44
Q5DJT8,4,80,124
Q15185,4,116,160
Q02487,4,457,501
Q9H4A5,4,0,44
Q8N3L3,4,453,497
Q9NUM4,4,0,44
Q9NY74,4,620,664
Q8N9V7,4,527,571
A6H8Y1,4,1511,1555
Q9H582,4,46,90
P42858,4,632,676
Q13129,4,988,1032
Q68D51,4,62,106
O15027,4,194,239
Q7L1W4,4,60,105
O95551,4,64,109
Q9P2E7,4,889,934
P0CG35,4,0,45
P0CG34,4,0,45
Q6PJI9,4,810,855
A6NDA9,4,505,550
Q96PE5,4,57,102
P23508,4,106,151
Q8IWW6,4,423,468
Q63HK5,4,66,111
Q15276,4,354,399
Q96RD7,4,381,426
Q4FZB7,4,753,798
Q9P2I0,4,405,450
Q9Y222,4,626,671
P49190,4,505,550
Q5JWR5,4,1103,1148
Q9P2G4,4,546,591
Q8TDW0,4,173,218
Q7Z3J3,4,1211,1256
P54132,4,246,291
Q96DN5,4,984,1029
Q5MJ08,4,54,99
P49792,4,2548,2593
Q5T7V8,4,349,394
Q15011,4,317,362
Q9BQF6,4,433,478
Q12982,4,59,104
Q6P4F7,4,547,592
Q5JV73,4,568,613
Q9UPS8,4,870,915
Q68E01,4,504,549
Q5MJ10,4,0,46
O43525,4,826,872
P48723,4,311,357
P30260,4,778,824
Q15596,4,759,805
Q8IUQ0,4,308,354
Q2Y0W8,4,400,446
Q76L83,4,424,470
Q6R2W3,4,550,596
Q3SY05,4,0,46
Q86U70,4,365,411
Q9Y5A9,4,0,46
Q9Y5Y7,4,276,322
Q9Y4F3,4,1566,1612
Q9H334,4,0,46
Q8NDH2,4,930,976
Q8NEM8,4,955,1001
Q00G26,4,417,463
Q9C099,4,310,356
Q5THK1,4,308,354
A3KMH1,4,1534,1580
Q96N67,4,206,252
Q15788,4,758,804
Q5TCS8,4,493,539
Q01064,4,490,536
Q9UJN7,4,52,98
Q9UPN3,4,2048,2094
Q86SQ0,4,0,46
O00444,4,493,539
Q53SF7,4,531,577
P49792,4,2185,2231
Q9BQI3,4,258,304
Q5T890,4,817,863
Q8TD26,4,0,46
Q4ZJI4,4,0,46
Q8NAP3,4,1149,1195
Q3T8J9,4,0,47
Q9Y6X0,4,1183,1230
Q92537,4,256,303
A4UGR9,4,1955,2002
Q7Z353,4,643,690
P51825,4,0,47
Q6R327,4,1100,1147
Q9BXN6,4,0,47
O60673,4,420,467
Q2KHR3,4,773,820
Q9ULR5,4,76,123
Q5VX52,4,165,212
Q6ZN30,4,346,393
Q9BXX3,4,770,817
Q7Z3J3,4,1575,1622
Q8NHP7,4,378,425
O00716,4,349,396
Q5VWP3,4,50,97
Q562F6,4,1008,1055
Q6KC79,4,363,410
Q8IWV1,4,220,267
Q9BS31,4,124,171
Q9ULG1,4,42,89
Q9BXK5,4,272,319
Q9BQ87,4,119,166
Q96RS0,4,143,190
Q9UQD0,4,1104,1151
O94806,4,326,373
Q9Y6Q6,4,334,382
P56645,4,563,611
P41743,4,200,248
Q32MZ4,4,376,424
P46013,4,2441,2489
Q9Y266,4,283,331
O60281,4,2434,2482
Q6NZY4,4,615,663
P10912,4,427,475
Q06787,4,323,371
Q9BXW9,4,861,909
P63252,4,379,427
Q9ULV0,4,1081,1129
Q9P0S2,4,58,106
O95197,4,683,731
Q96PQ5,4,157,205
Q9NQC3,4,480,528
O95405,4,570,618
Q92793,4,0,48
Q71RC2,4,556,604
Q9Y2H2,4,829,877
Q63HM2,4,778,826
Q1MSJ5,4,1174,1222
Q9P289,4,293,342
Q92610,4,117,166
Q8WXD2,4,21,70
O43314,4,895,944
Q14BN4,4,429,478
Q8TAD1,4,0,49
Q9NPJ6,4,221,270
Q8IYW5,4,327,376
Q2KHR2,4,734,783
P31431,4,84,133
Q96T83,4,542,591
O75496,4,160,209
O60503,4,640,689
Q9NQ66,4,1167,1216
Q8N806,4,220,269
Q99549,4,453,502
Q9Y2L9,4,305,354
O60673,4,683,732
P48552,4,388,437
O60293,4,247,296
Q86UW6,4,1168,1217
D6RAR5,4,0,49
Q6UWZ7,4,360,409
Q9H3C7,4,554,603
Q8IX90,4,107,156
Q9UKL3,4,1156,1205
Q9H9A5,4,474,523
P26374,4,607,656
Q15468,4,1127,1176
A6NGH7,4,0,49
Q96SB4,4,373,422
P35498,4,1125,1174
O75116,4,510,559
O00237,4,522,571
Q5VSR9,4,0,49
O75409,4,68,117
O60229,4,2406,2455
Q92576,4,1575,1624
Q9BXT6,4,337,386
P15822,4,1865,1915
Q92854,4,792,842
O43829,4,147,197
Q9NZN5,4,1356,1406
O60293,4,990,1040
Q5UIP0,4,975,1025
Q9HCK0,4,130,180
Q52LD8,4,190,240
Q70EK8,4,388,438
Q9NS26,4,0,50
Q9UPU5,4,2570,2620
Q06190,4,1100,1150
P0DJD1,4,1564,1614
P0DJD0,4,1556,1606
Q86TU7,4,544,594
P49792,4,2788,2838
Q13772,4,275,325
Q7Z4H7,4,461,511
Q5TAX3,4,572,622
Q5MJ09,4,0,50
Q96MV8,4,287,337
Q6UB98,4,299,349
Q5HYC2,4,833,883
Q9ULR5,4,0,50
Q14161,4,374,424
Q7Z6Z7,4,1688,1738
Q9H814,4,343,394
Q92609,4,0,51
P56180,4,0,51
Q86VP1,4,463,514
Q09666,4,2646,2697
Q8NE31,4,17,68
O95149,4,309,360
Q9H0B6,4,140,191
P49643,4,458,509
Q96L42,4,797,848
Q13823,4,470,521
Q9C0D5,4,202,253
Q96KW9,4,109,160
Q53EL6,4,0,51
P28223,4,420,471
Q8N7U6,4,192,244
Q96RT8,4,151,203
Q9HAW4,4,727,779
Q5T5P2,4,1281,1333
Q8NHS9,4,0,52
P51956,4,440,492
A0JNW5,4,1131,1183
A6NFE2,4,58,110
P34741,4,83,135
Q53SF7,4,653,705
Q8TAB3,4,1096,1148
Q96NL1,4,121,173
Q14207,4,682,734
Q8NDI1,4,259,311
O60711,4,0,52
Q6ZP82,4,735,787
Q8WW38,4,635,687
Q9C0D2,4,1971,2023
P47712,4,408,460
A6NMS7,4,1383,1435
Q8IVW4,4,366,418
O60284,4,241,294
O95727,4,222,275
Q8NEZ4,4,546,599
Q8HWS3,4,47,100
Q96AY3,4,529,582
Q9ULI0,4,1306,1359
Q7Z333,4,901,954
O14990,4,66,119
Q6MZT1,4,151,204
Q15042,4,527,580
Q8NAM6,4,160,213
O94874,4,741,794
P60484,4,350,403
Q9HCK1,4,858,911
O43719,4,0,53
Q96SI9,4,461,514
Q96QE3,4,1583,1636
Q6PIJ6,4,486,539
Q8NHU3,4,0,53
Q6VY07,4,252,305
Q562F6,4,300,353
Q5UIP0,4,2074,2127
O75962,4,1600,1654
Q9HC56,4,1183,1237
Q70EL2,4,410,464
Q96EP1,4,366,420
H3BQB6,4,222,276
Q9HCM1,4,989,1043
O43164,4,49,103
Q6ZRS4,4,577,631
Q14207,4,618,672
O43313,4,210,264
Q99666,4,1572,1626
A6NKT7,4,1573,1627
O14715,4,1572,1626
Q6ZQQ2,4,766,820
O15374,4,208,262
Q7Z5B4,4,315,369
Q9Y5G9,4,792,846
Q96JA4,4,215,269
P31269,4,154,208
Q8IWV1,4,344,398
P51816,4,199,253
O60934,4,579,633
Q5QJE6,4,427,481
Q49A88,4,711,765
Q8TBZ0,4,112,166
Q8IVG5,4,72,126
P78316,4,70,124
P24386,4,599,653
Q76FK4,4,1002,1056
A6H8Y1,4,728,782
Q4JDL3,4,0,54
Q9NWQ4,4,194,248
Q5THK1,4,969,1023
Q92834,4,966,1020
A6NGH7,4,71,125
Q5UIP0,4,1841,1896
Q96SN8,4,1001,1056
A8MVM7,4,448,503
Q14D04,4,456,511
Q6ZS02,4,0,55
Q9BRR0,4,223,278
P35228,4,23,78
Q8IZE3,4,495,550
Q8TEB7,4,339,394
P31995,4,254,309
Q03001,4,2561,2616
Q15022,4,684,739
A6NCI8,4,306,361
P20823,4,39,94
Q8N684,4,14,69
Q96PY6,4,924,979
P0C874,4,763,818
Q6ZUB0,4,763,818
Q6P0N0,4,532,587
Q9H1P3,4,9,64
Q9C0D4,4,598,653
Q1MSJ5,4,345,400
Q9NWD9,4,0,56
Q14995,4,198,254
Q6L9W6,4,415,471
P01833,4,684,740
Q5VYS8,4,86,142
Q9Y5G7,4,790,846
A8MUI8,4,72,128
Q14432,4,588,644
Q8WVZ7,4,320,376
Q15058,4,1592,1648
O60229,4,1588,1644
P56715,4,1566,1622
Q16650,4,34,90
Q6ZMT4,4,648,704
O95071,4,1965,2021
Q86SS6,4,86,142
P57773,4,345,401
Q14789,4,619,676
P42081,4,272,329
Q9NZ53,4,548,605
Q8NDL9,4,341,398
Q99550,4,841,898
Q8WWL7,4,1069,1126
Q6P9G9,4,269,326
Q8NDB2,4,426,483
Q99708,4,410,467
Q9P2F8,4,349,406
Q9Y2X9,4,608,665
O60573,4,0,57
Q9UKT9,4,348,405
Q9HBE1,4,547,604
Q92547,4,1016,1073
Q494V2,4,0,57
Q9H2H9,4,0,57
Q52LW3,4,468,526
Q96EB6,4,560,618
Q86WG3,4,0,58
Q9NVL8,4,166,224
Q8NEB9,4,411,469
P35523,4,37,95
Q15858,4,1091,1149
Q14C86,4,569,627
Q92734,4,117,175
Q9ULD4,4,68,126
Q92870,4,99,157
Q9Y5H3,4,792,850
Q9P0W5,4,300,358
P18583,4,2162,2220
Q16649,4,179,237
O75901,4,377,435
Q13129,4,1598,1656
P24588,4,162,220
Q07837,4,0,58
Q96JK2,4,883,942
Q9Y5Z7,4,396,455
P35367,4,324,383
Q9NQ60,4,235,294
Q17RD7,4,136,195
Q5T3F8,4,773,832
Q7Z3T8,4,881,940
Q96PY6,4,1112,1171
Q9UH90,4,227,286
Q9UN88,4,481,540
Q13023,4,1955,2014
Q9GZU2,4,1046,1105
Q86UP3,4,0,59
Q96SD1,4,606,666
Q9BSU3,4,169,229
P17040,4,813,873
Q9GZR1,4,315,375
O60381,4,42,102
P49790,4,68,128
Q8IYA7,4,155,215
Q7Z401,4,894,954
Q9NXG0,4,860,920
Q8ND24,4,141,201
Q12923,4,1713,1773
Q9NSI6,4,638,698
P13521,4,523,584
Q8TF40,4,910,971
Q9BVJ6,4,21,82
Q5THJ4,4,741,802
Q14159,4,55,116
Q8TBZ6,4,278,339
Q6P444,4,324,385
Q8NHZ8,4,24,85
Q14671,4,227,288
Q7Z5K2,4,170,231
Q8WXD2,4,346,408
O15061,4,791,853
O60503,4,1291,1353
Q5TH69,4,486,548
O43283,4,66,128
Q6VY07,4,371,433
O75688,4,417,479
P17482,4,124,186
Q14789,4,1239,1301
Q68CR7,4,757,819
Q9H3R2,4,119,181
O00461,4,99,161
P38398,4,227,289
Q9Y2F5,4,1077,1139
Q9C0D7,4,49,111
Q96N46,4,686,748
Q99708,4,186,248
Q96KN7,4,1050,1112
Q16821,4,394,456
P27816,4,47,109
Q96KC9,4,333,395
Q15424,4,139,201
Q9NQC3,4,397,459
Q6UWL6,4,539,602
P32004,4,1147,1210
A6NM11,4,1372,1435
Q8N7Z5,4,1510,1573
Q8N7Z5,4,1094,1158
Q8TF40,4,758,822
Q9UPP5,4,322,386
Q8NDI1,4,614,678
Q8NG31,4,593,657
Q8WUY3,4,1404,1468
O15062,4,414,478
Q96PC5,4,245,309
Q9UHB6,4,203,267
Q9P0L1,4,313,377
Q9ULJ3,4,804,868
Q8NHP6,4,247,311
P0CG39,4,506,570
P0CG38,4,543,607
Q9H7U1,4,399,463
P51814,4,240,305
Q96RL1,4,315,380
Q9H0X9,4,282,347
Q6Q759,4,1316,1381
Q12912,4,122,187
Q9H3M0,4,429,494
Q5SW79,4,451,516
Q9NR81,4,461,526
Q9NZN5,4,0,65
Q8N3K9,4,1754,1819
G3V599,4,245,310
Q9H2P0,4,1037,1102
Q6S8J3,4,543,608
Q5VU97,4,1172,1238
Q96KW2,4,281,347
O95405,4,193,259
Q92613,4,757,823
Q9BYW2,4,931,997
Q7Z5L2,4,29,95
Q5JRA6,4,313,379
Q5W0B1,4,539,605
P34932,4,774,840
Q8ND56,4,296,362
Q86UP3,4,3274,3341
Q9Y286,4,400,467
P61244,4,0,67
Q8N543,4,369,436
Q8IXJ9,4,982,1049
Q8N3K9,4,959,1026
Q9H8U3,4,37,104
Q86UP3,4,2825,2892
Q9ULH0,4,1576,1643
Q9H2C1,4,122,189
Q9HBJ7,4,153,220
Q9UMZ2,4,959,1027
Q9P0K7,4,361,429
Q5VYS8,4,697,765
Q8NAP8,4,427,495
Q92547,4,468,536
Q9BYT3,4,396,464
P48436,4,0,68
Q9BU70,4,172,240
Q8IW35,4,705,773
Q8IWI9,4,257,325
Q6NSI1,4,253,321
Q8NEV8,4,1920,1989
Q9NQM4,4,27,96
Q8IYL3,4,129,198
Q86TC9,4,77,146
Q1MSJ5,4,177,246
Q7Z3I7,4,0,69
Q70CQ2,4,645,714
Q8N1W1,4,1636,1705
Q86SP6,4,473,542
P48742,4,122,191
Q96NJ6,4,41,110
O75362,4,309,378
Q8WU17,4,595,664
O95757,4,501,570
Q7Z7L9,4,137,206
Q9UI40,4,391,460
Q8WUY3,4,841,910
Q9NW75,4,220,289
Q92598,4,789,858
Q01167,4,191,261
Q9BX63,4,1084,1154
Q9Y2U5,4,184,254
P55082,4,281,351
Q8IYA2,4,474,544
Q5UIP0,4,1717,1788
Q8TF05,4,325,396
Q9Y2I7,4,439,510
Q9NSC2,4,789,860
Q8N5I9,4,114,185
O15126,4,0,71
Q86XR7,4,0,71
Q5FWF4,4,654,725
P49019,4,316,387
P13521,4,117,188
Q8TC71,4,91,162
Q96RT1,4,799,870
P58397,4,1216,1288
Q49A88,4,121,193
Q86V24,4,0,72
Q9UKZ4,4,0,72
Q8NDI1,4,873,945
Q9NUQ3,4,60,132
Q9UKN7,4,2310,2383
P39059,4,265,338
Q9H825,4,116,189
Q96QB1,4,926,999
Q96JG6,4,523,596
Q76L83,4,1161,1234
O15060,4,265,338
Q7L1I2,4,0,73
Q9ULG3,4,233,306
Q8NEM0,4,514,587
Q14151,4,82,155
A6NKB5,4,587,660
P16471,4,321,394
Q9H422,4,820,893
Q96RT1,4,502,575
Q9H8W3,4,0,73
Q9ULJ3,4,134,208
O60673,4,814,888
Q9H967,4,91,165
Q8WW38,4,1042,1116
Q96BA8,4,445,519
Q9HAU0,4,922,996
Q12955,4,3536,3610
Q9UPN6,4,1197,1271
Q8TD26,4,1997,2071
O75528,4,270,344
Q69YH5,4,665,739
Q6PJW8,4,0,75
Q6T4R5,4,1365,1440
O95279,4,424,499
Q9UKX7,4,197,272
A6H8Y1,4,1278,1353
Q9H5J8,4,0,75
Q8WUY3,4,2803,2878
Q5TAX3,4,198,273
Q8WU90,4,350,426
Q96S59,4,525,601
Q86V48,4,216,292
Q8WUY3,4,1627,1703
Q8TEY7,4,289,365
O60281,4,2492,2569
Q8NET4,4,1311,1388
A8MUA0,4,72,149
Q7Z4N2,4,1324,1401
O75665,4,935,1012
Q86UW6,4,708,785
Q8TAM6,4,0,78
A6NLC5,4,172,250
P52948,4,607,685
Q8TDG4,4,206,284
Q9H4T2,4,152,231
Q86X45,4,387,466
Q12830,4,1460,1539
P98082,4,691,770
Q3MJ40,4,524,603
Q03014,4,191,270
Q8N535,4,0,80
O95171,4,294,374
P49790,4,1102,1182
P55036,4,297,377
Q9BVS4,4,308,388
Q9NWS1,4,467,547
Q5TB80,4,156,236
Q3L8U1,4,2817,2897
Q5MJ09,4,61,141
O60284,4,145,225
Q9UNE0,4,218,299
Q86WS4,4,357,438
Q53GI3,4,206,287
Q9P2B7,4,23,104
Q9Y4E8,4,622,703
Q9NX40,4,163,245
Q9HAS3,4,0,82
Q8N123,4,0,82
Q8NCD3,4,666,748
Q8WUY3,4,1508,1590
Q9GZU2,4,809,891
Q8N292,4,75,157
Q6Q759,4,1930,2012
Q8N0U7,4,32,114
Q5UIP0,4,1981,2063
Q12888,4,516,598
Q9C0D2,4,1753,1836
Q8NCM2,4,814,897
Q9P260,4,400,483
Q9UPQ7,4,525,608
Q96GX5,4,554,637
P34910,4,292,376
P35712,4,499,583
Q01118,4,793,877
Q5U623,4,410,494
Q7Z417,4,151,236
Q9NRM1,4,1012,1097
Q8IWB9,4,309,394
Q9BYV8,4,81,166
Q12830,4,1366,1451
Q8WUY3,4,1732,1817
Q5TID7,4,36,121
A2RUR9,4,518,603
Q96QE3,4,975,1061
Q15303,4,1116,1202
Q8IWI9,4,1917,2003
P23497,4,301,387
Q9NXG2,4,267,353
Q9GZR1,4,865,951
P50851,4,964,1050
Q6ZMT9,4,54,140
Q6PL18,4,1172,1258
Q6ZRF8,4,547,634
O75157,4,0,87
P31629,4,331,418
Q9Y6Q9,4,532,619
Q86UP3,4,2730,2817
O95405,4,269,356
Q13129,4,1207,1294
Q96NW7,4,1316,1404
Q9H792,4,327,415
Q7Z3E1,4,66,154
Q96RV3,4,95,183
Q9H3U7,4,146,234
Q6AHZ1,4,328,416
Q6AWC2,4,906,994
Q9ULM3,4,113,201
Q9H6K1,4,195,283
Q6Q759,4,676,764
Q9BY11,4,300,389
Q5T0W9,4,545,634
Q9UKT9,4,0,89
Q15154,4,512,601
Q8NA03,4,0,89
Q9BYW2,4,1359,1449
O75475,4,440,530
Q02156,4,309,400
Q2M2Z5,4,326,417
Q8TAA9,4,0,91
P18583,4,1632,1723
Q9NSI5,4,315,407
Q9H943,4,108,200
Q5VUJ6,4,311,403
O60303,4,604,696
P15822,4,1016,1109
Q9UKS7,4,0,93
Q13033,4,204,297
Q9UPQ0,4,613,707
Q8IZH2,4,1259,1353
A8MW92,4,832,926
Q15788,4,536,631
Q9NRE2,4,422,517
Q93073,4,316,411
Q15751,4,2403,2499
Q5T1N1,4,156,252
Q9HAW4,4,0,96
Q9C0G0,4,0,96
Q9NSI6,4,1987,2084
Q9BZF1,4,307,404
O43298,4,131,228
Q9BXX2,4,788,885
Q9UBW7,4,83,180
Q6IQ55,4,665,763
Q5TC82,4,1035,1133
Q9NZV7,4,229,327
A6NGY1,4,0,98
Q92598,4,492,591
O94856,4,1247,1347
Q15545,4,183,283
Q53TS8,4,351,451
O94972,4,863,964
Q8NEV8,4,874,976
Q9C0E8,4,326,428
Q5R372,4,24,126
Q8IXW5,4,166,268
O95625,4,406,508
Q68CP9,4,1250,1352
Q12983,4,0,103
Q12802,4,297,400
Q96AY4,4,2069,2172
P51816,4,91,194
A4D1F6,4,0,103
Q6ZMN7,4,717,821
Q6ZMN7,4,500,604
Q8NA54,4,0,105
Q96BU1,4,156,261
Q14DG7,4,784,889
A2VDJ0,4,1089,1195
Q12830,4,1054,1161
Q15652,4,1962,2069
Q8TB72,4,105,213
O15055,4,0,108
Q9BYW2,4,1131,1239
Q6P4F7,4,698,807
Q8TEV9,4,538,647
P07996,4,829,938
Q8NEZ4,4,2789,2899
Q9HAU0,4,1006,1116
Q9NQS1,4,252,362
Q7Z3E2,4,0,110
Q12830,4,1598,1708
Q6ZVT6,4,319,430
Q8NFU7,4,637,748
Q68DE3,4,1008,1119
Q5JRA6,4,151,263
Q8IYS0,4,209,321
Q9Y216,4,548,660
Q9NQ76,4,20,132
O94988,4,452,564
Q8N3K9,4,2474,2586
O43164,4,231,343
Q9ULI0,4,1151,1263
Q70CQ2,4,3330,3443
P35442,4,818,931
Q9NYD6,4,157,271
Q13023,4,281,395
Q9HBM0,4,612,727
P15260,4,326,441
Q8N573,4,427,542
Q92610,4,0,116
Q8IWW6,4,146,263
Q6NUN7,4,296,413
O43164,4,423,542
Q8IYA2,4,92,212
Q9UNN4,4,308,428
Q03112,4,317,438
Q9BZQ6,4,788,909
Q17RY0,4,17,139
Q9ULG6,4,0,122
Q8NI08,4,313,435
Q6S8J7,4,288,410
O14503,4,180,303
Q9UHI6,4,630,753
Q6ZMS4,4,0,123
Q8NEV8,4,627,751
Q9H3M9,4,208,333
Q8NAT2,4,789,914
A6NI47,4,366,491
Q6S545,4,403,528
Q9NRM1,4,871,997
Q9NQW8,4,0,127
Q6S5H5,4,364,491
P35443,4,578,706
Q99614,4,0,131
Q03468,4,1038,1170
O00418,4,346,478
Q8IZM8,4,321,453
Q63HQ0,4,168,302
Q9C0B9,4,550,684
Q92786,4,169,305
Q8WUY3,4,2088,2224
Q8WUY3,4,951,1088
Q64ET8,4,0,137
Q12830,4,1207,1344
Q96RS0,4,327,465
P25054,4,1962,2100
B2RU33,4,364,502
H3BUK9,4,327,466
Q6S5H4,4,364,503
A7KAX9,4,745,885
Q5VVM6,4,99,241
Q8N3S3,4,261,403
Q5TC84,4,307,451
Q9UPP5,4,761,905
Q9H2G4,4,464,608
P08172,4,213,359
O75554,4,188,336
A6H8Y1,4,1354,1504
Q96K76,4,877,1027
Q8IW19,4,220,373
Q03164,4,2692,2846
P28290,4,302,456
Q5VT06,4,1897,2053
Q12955,4,3280,3436
P46100,4,0,159
Q86YR6,4,364,523
A0JP26,4,364,523
P46100,4,421,583
Q4VC05,4,47,210
Q92953,4,747,911
P37275,4,0,166
Q9UKL3,4,851,1019
Q12888,4,740,911
Q6DN90,4,344,516
Q8IWB6,4,1298,1471
Q86W56,4,177,351
Q9HAW4,4,314,490
P0CG39,4,327,505
P0CG38,4,364,542
Q6S8J3,4,364,542
Q58WW2,4,497,676
Q9HC77,4,608,790
O15040,4,454,638
Q9H2G2,4,606,793
Q9H0M0,4,205,394
Q9H2P0,4,847,1036
P49746,4,513,703
Q9BQF6,4,176,368
Q9NQ76,4,333,525
Q8IYH5,4,293,486
P25054,4,1655,1849
P38398,4,1312,1507
P04279,4,261,462
Q96JK2,4,675,878
Q92834,4,570,776
P49747,4,292,503
Q8NEF9,4,126,339
Q5JRA6,4,387,617
Q12830,4,558,792
A5A3E0,4,364,602
Q7Z2Y5,4,912,1156
Q70EK8,4,453,707
Q9UBS9,4,50,305
Q5JRA6,4,650,918
P10451,4,20,314
Q12888,4,0,337
Q14515,4,23,367
Q32MZ4,4,455,808
Q8WVC0,4,0,364
Q8N655,4,232,603
Q01484,4,2500,2961
Q13316,4,19,513
Q9NZW4,4,98,1301
Q7Z403,5,775,805
O94885,5,612,643
P59044,5,155,187
Q8NBR0,5,360,393
O15047,5,1261,1295
Q99956,5,63,97
Q9UMQ3,5,104,139
Q96C86,5,0,35
Q8IY26,5,56,91
Q96HZ4,5,0,35
Q96C34,5,49,84
Q8TEJ3,5,14,49
Q9H147,5,145,181
Q5VU92,5,0,36
P39905,5,20,56
Q13796,5,1360,1396
Q49MI3,5,0,37
Q15020,5,0,38
Q9Y4H2,5,558,596
Q2NL68,5,442,480
Q8N9Z2,5,0,38
Q9GZR1,5,186,225
Q5BKY1,5,236,277
Q96S06,5,0,42
Q8IVW8,5,0,42
P0C0L5,5,1419,1462
P0C0L4,5,1419,1462
Q9BUH8,5,236,279
Q9P1Y6,5,459,503
Q4VC44,5,376,421
A6NK89,5,38,83
Q9Y2B1,5,33,79
Q7Z4Q2,5,0,46
O96017,5,497,543
P17020,5,0,46
O15013,5,1222,1269
Q8IYI6,5,283,330
Q9BW11,5,19,68
Q5XUX0,5,9,58
P14652,5,193,242
Q9UNA0,5,22,71
Q5SY16,5,57,109
Q9NW64,5,301,354
O15027,5,1954,2008
O14782,5,393,447
Q96CK0,5,0,54
Q86UP0,5,684,738
P31948,5,185,240
Q13029,5,497,552
Q96AC6,5,21,76
Q96KM6,5,446,502
Q7Z6J2,5,0,56
Q5TCX8,5,739,796
Q01105,5,0,57
Q9H8Y5,5,430,488
Q8NFI3,5,0,58
Q8WXE1,5,0,58
O60927,5,67,126
O60312,5,0,59
Q8TF21,5,266,327
Q92625,5,371,432
O14771,5,257,319
Q9NS39,5,43,106
O14771,5,125,191
K7ELQ4,5,285,351
Q9ULV8,5,407,474
Q9UM73,5,1403,1470
P17544,5,297,364
Q9Y606,5,18,85
O43896,5,868,938
Q8NBR6,5,550,621
Q8NEY8,5,342,413
F8W1W9,5,346,417
E9PQR5,5,349,420
O75200,5,331,402
O15068,5,554,627
Q8N612,5,570,644
Q24JP5,5,765,840
O43248,5,164,239
Q9NTN9,5,704,780
Q9NR34,5,64,140
Q92886,5,9,86
Q01831,5,863,940
Q8NCF5,5,58,136
O95782,5,605,683
Q1RN00,5,0,79
Q6ZRI6,5,929,1008
A8MYZ6,5,0,79
Q8WUU4,5,0,80
C9JLR9,5,177,257
Q9H1C4,5,517,597
P55107,5,264,345
Q96PV7,5,0,81
P55010,5,142,224
Q8NCF5,5,137,220
Q8TER5,5,950,1033
A1A5D9,5,274,358
Q9UPA5,5,2576,2660
O14654,5,1172,1257
Q6PRD1,5,856,941
Q8IWD4,5,0,85
O95153,5,280,365
Q9H213,5,0,86
Q9Y5J1,5,0,87
Q14493,5,0,88
Q96LT9,5,208,296
Q7Z333,5,2589,2677
Q8NDY6,5,20,108
Q9HCM7,5,0,88
P15407,5,59,148
O75923,5,128,218
Q96JG8,5,309,400
P28340,5,0,92
O75190,5,234,326
Q9C0C9,5,1155,1248
Q2T9L4,5,198,293
Q8TDD1,5,0,97
C9JLR9,5,324,422
Q9Y4Z2,5,0,99
Q5T442,5,102,202
Q8IWZ8,5,312,413
Q9P244,5,646,748
O00255,5,459,561
Q9Y2Y9,5,67,169
O95365,5,482,584
Q8NEZ4,5,0,102
Q9Y2V3,5,43,147
Q9Y613,5,333,437
Q8IVD9,5,73,178
Q6QNY0,5,0,105
Q8IZP6,5,22,128
P43366,5,0,106
Q9Y3S1,5,79,185
Q9P2R6,5,1152,1259
Q8IYK8,5,0,108
P52926,5,0,109
Q9ULN7,5,106,217
P49711,5,567,678
Q9Y2D5,5,726,838
O60240,5,409,522
Q9HCE9,5,617,731
Q92508,5,1809,1923
Q6ZMZ0,5,0,115
O15479,5,0,116
Q9BTL4,5,56,173
O95935,5,25,142
Q8WVB6,5,29,146
A6NHN6,5,295,413
P23677,5,46,164
Q9Y2G4,5,267,386
P41229,5,1438,1560
O15047,5,1299,1421
Q9NQS7,5,366,490
O14598,5,0,125
Q969G5,5,135,261
Q9H4L4,5,0,127
E9PJ23,5,297,425
Q96I25,5,103,233
Q9NZ71,5,754,889
F6WH68,5,754,889
Q9Y6R4,5,0,136
